FIGURA;TITULO;ORDEM;CAMPO;DESCRICAO
COE001088;COE001088 – Cesta de Opções;199;Índices mas com algumas diferenças.;Os ativos subjacentes apresentados na tabela 2 são índices criados pela acumulação da Taxa DI-B3, Tabela 2 - Indices
COE001088;COE001088 – Cesta de Opções;200;Ativo Classe do Ativo INDICE DI ÍNDICES IDI BMF D0 ÍNDICES IDI BMF * ÍNDICES Tabela 2 – Índices;Capturado Número-índice Data Base Divulgação Subjacente Subjacente automaticamente? base Sim 10.000 02/01/2008 www.b3.com.br Sim 100.000 02/01/2009 www.b3.com.br Não 100.000 02/01/2009 www.b3.com.br
COE001088;COE001088 – Cesta de Opções;201;* Neste índice, a data de referência do número 03/03/201X do índice IDI BMF D0.;-índice é sempre D+1 do IDI BMF DO. Por exemplo, neste índice, o valor do número-índice de 02/03/201X será igual ao valor do número -índice de
COE001088;COE001088 – Cesta de Opções;202;Taxas de Juros em Cesta de ativos;
COE001088;COE001088 – Cesta de Opções;203;Os ativos subjacentes apresentados na tabela 3 combinada em cesta do tipo Best/Worst of.;foram criados exclusivamente para utilização Tabela 3 – Ativos Subjacentes de Juros para Cesta
COE001088;COE001088 – Cesta de Opções;204;Ativo Classe do Ativo TAXA DI JUROS TX JUROS PERIODO Tabela 3 – Taxas de juros em Cesta de ativos;Capturado Valor Inicial do Ativo-Subjacente Subjacente Subjacente automaticamente? Não Informar o % da Taxa DI-Cetip a ser acruado Não Informar o valor da taxa pré-fixada no período
COE001088;COE001088 – Cesta de Opções;205;Ativos subjacentes com memória* Os ativos subjacentes apresentados na tabela 4 foram cotação para liquidação de “n” datas de observação. Para replicar esse mecanismo deve utilizar, junto com;criados com o objetivo de refletir a melhor o ativo “MB”, a funcionalidade de Fluxo de Caixa e indicar as datas de verificação no campo “Data fixing”. Tabela 4 – Ativos Subjacentes Com Memória
COE001088;COE001088 – Cesta de Opções;206;Ativo Subjacente Classe do Ativo Subjacente;Capturado automaticamente
COE001088;COE001088 – Cesta de Opções;207;PINEEHAMB Índices;Não
COE001088;COE001088 – Cesta de Opções;208;SPECFR6PMB Índices Internacionais;Não
COE001088;COE001088 – Cesta de Opções;209;Sendo: *Válido somente para contratos em estoque verificar a função de Mais Datas,;MB (Memória Best): Será considerada a maior cotação em “n” datas de observação. emitidos com esses ativos. Para novas emissões,
COE001088;COE001088 – Cesta de Opções;210;Ativos subjacentes com memória alavancada Os ativos subjacentes “MA” apresentados na tabela melhor performance alavancada, verificada em “n” vencimento do COE. Isto é, será considerado o performance do ativo na respectiva data de observação Para replicar esse mecanismo é necessário utilizar a mesmo ativo não calculado “XPTO4MA” para cada data de indicará as datas de observação. ser feita a atualização de PU indicando o valor final COE.;5 foram criados com o objetivo de refletir a datas de observação, para a liquidação no maior resultado obtido na multiplicação da pelo respectivo percentual de alavancagem. classe do ativo subjacente “CESTA” e indicar o tipo de cesta “Spread”. A quantidade de ativos da cesta deverá refletir a quantidade de datas de observação, sendo no máximo 20. No registro das informações da cesta, é necessário repetir o observação. O campo “Peso %” indicará a alavancagem da performance do ativo na respectiva data de observação e o campo “Data fixing” Como a cesta não será calculada (uma vez que os ativos que a compõe também não serão), deverá da Cesta o qual refletirá a performance final do Tabela 5 – Ativos Subjacentes com Memória Alavancada
COE001088;COE001088 – Cesta de Opções;211;Ativo Subjacente Classe do Ativo Subjacente;Capturado automaticamente
COE001088;COE001088 – Cesta de Opções;212;MSFDMSV9MA Índices Internacionais;Não
COE001088;COE001088 – Cesta de Opções;213;Sendo: observação. Ativos subjacentes “_43” Os ativos subjacentes apresentados na tabela 7 foram Extraordinário.;MA (Memória Alavancada): Será considerada a maior performance alavancada em “n” datas de criados exclusivamente para utilização na figura COE001043 – Edge Accrual, combinada com as funcionalidades de Indicação de Pagamento Extraordinário nas datas de evento e Fluxo de Caixa com barreira de chamada, Nesse mecanismo, caso seja disparada a barreira de chamada em alguma data de evento, a remuneração será calculada de acordo com a metodologia da figura COE001043 – Edge Accrual proporcional ao período observado, e será informada por meio da ferramenta de Pagamento
COE001088;COE001088 – Cesta de Opções;214;Tabela 7 – Ativos BBDC4_43 Ações Nacionais JBSS3_43 Ações Nacionais LREN3_43 Ações Nacionais PETR4_43 Ações Nacionais;Subjacentes “43” Ativo Subjacente Classe do Ativo Subjacente Capturado automaticamente BABA UN_43 Ações Internacionais Não CSCO UW_43 Ações Internacionais Não NFLX UW_43 Ações Internacionais Não 6758 JT_43 Ações Internacionais Não EA UW_43 Ações Internacionais Não TTWO UW_43 Ações Internacionais Não 7974 JT_43 Ações Internacionais Não ATVI UW_43 Ações Internacionais Não Não Não Não Não
COE001088;COE001088 – Cesta de Opções;215;Ativos subjacentes Watermark Performance* Os ativos subjacentes apresentados na tabela 8 foram positiva.;criados exclusivamente para utilização em estruturas em que, nas datas de evento intermediárias, a remuneração será a performance do ativo excedente em relação à melhor performance observada nas datas de evento anteriores, desde que Para replicar esse mecanismo, devem ser utilizadas, junto com o ativo “WP”, as funcionalidades de Fluxo de Caixa e Indicação de Pagamento Extraordinário no fluxo.
COE001088;COE001088 – Cesta de Opções;216;Tabela 8 – Ativos Ativo Subjacente Classe do Ativo Subjacente CSEAEMTR_WP Ações Internacionais ENHAEMOK_WP Índices Internacionais;Subjacentes WP Capturado automaticamente Não Não
COE001088;COE001088 – Cesta de Opções;217;*Válido somente para contratos em estoque;emitidos com esses ativos. Para novas emissões, verificar o item Funcionalidades – Watermark Performance,
COE001088;COE001088 – Cesta de Opções;218;Ativos subjacentes com Performance Acumulada (“_PA”)* Os ativos subjacentes apresentados na tabela 9 foram Caixa. Exemplo: Valor inicial do ativo: 100 Fluxo 1 -3% Fluxo 2 -5% Fluxo 3 4% Fluxo 4 -1% Fluxo 5 7% Vcto 2%;criados para refletir a performance acumulada nas datas de evento. Devem ser utilizados em conjunto com a ferramenta de Fluxo de Nas datas de evento, o emissor deverá informar na função de Atualização do PU o valor do ativo correspondente à performance acumulada, contabilizando como “zero” as performances negativas. Performance Performance acumulada Valor do ativo 0% 100 0% 100 4% 104 4% 104 11% 111 13% 113
COE001088;COE001088 – Cesta de Opções;219;Tabela 9 – Ativos AIR FP_PA Ações Internacionais VIV FP_PA Ações Internacionais MC FP_PA Ações Internacionais MT NA_PA Ações Internacionais;Subjacentes “_PA” Ativo Subjacente Classe do Ativo Subjacente Capturado automaticamente Não Não Não Não
COE001088;COE001088 – Cesta de Opções;220;*Válido somente para contratos em estoque;emitidos com esses ativos. Para novas emissões, verificar o item Funcionalidades – Performance Acumulada,
COE001088;COE001088 – Cesta de Opções;221;Funcionalidade formas de remuneração, cálculo de performance e podem ser atreladas ao payoff do COE. Os domínios disponíveis estão detalhados abaixo e a ser realizada para o time de Produtos – Derivativos e • E-mail: derivativo@b3.com.br;O campo “Funcionalidade”, indicado no registro do COE, tem como objetivo disponibilizar diferentes outras funções demandas pelo mercado que solicitação de novas funcionalidades pode COE, através dos contatos: • Telefones: (11) 2565-5966/5956/5954/5950/6532
COE001088;COE001088 – Cesta de Opções;222;Domínios disponíveis e detalhamento:;
COE001088;COE001088 – Cesta de Opções;223;1) Watermark Performance: performance do ativo subjacente excedente em relação de evento anteriores, desde que positiva. Para utilização dessa funcionalidade: • É obrigatória a indicação de Fluxo de Caixa • Será necessário realizar o lançamento funcionalidade. de Funcionalidades.;Estruturas em que nas datas de evento do COE o cálculo do Remunerador no fluxo será a à melhor performance observada nas datas e Remunerador no Fluxo. do PU do Remunerador no fluxo, em que o valor corresponda ao pagamento de cada fluxo de acordo com a metodologia de cálculo da Para mais informações sobre o cálculo da funcionalidade, consultar o Caderno de Fórmulas – Seção
COE001088;COE001088 – Cesta de Opções;224;2) Performance Acumulada: Estruturas em que nas datas de evento intermediárias Para utilização dessa funcionalidade: • É obrigatória a indicação de Fluxo de Caixa Chamada (%)). evento. Seção de Funcionalidades.;(fluxo de caixa) a verificação das barreiras do COE será com base na performance acumulada do ativo subjacente, ou seja, a cada data de evento intermediária, sempre que a performance do ativo for positiva, ela será somada à performance das datas de evento anteriores, e as performances negativas serão contabilizadas como “zero”. e Barreiras (Barreira Cupom (%) e/ou Barreira • Será necessário realizar o lançamento da cotação do ativo subjacente nas datas de evento intermediárias em que o valor da cotação corresponda performance acumulada até a data do Para mais informações sobre o cálculo da funcionalidade, consultar o Caderno de Fórmulas –
COE001088;COE001088 – Cesta de Opções;225;IMPORTANTE: As funcionalidades podem: cálculo de cada funcionalidade. cada funcionalidade.;• Desligar o cálculo do ativo subjacente do COE: Será necessário realizar o lançamento da cotação do ativo nas datas de evento do COE, com o valor final correspondente ao • Tornar o COE simplificado: Será necessário realizar o lançamento do PU para COE simplificado na data de vencimento do COE, com o valor final correspondente ao cálculo de
COE001088;COE001088 – Cesta de Opções;226;Funcionalidade Desliga o;cálculo do ativo? Torna o COE simplificado?
COE001088;COE001088 – Cesta de Opções;227;WATERMARK PERFORMANCE;NÃO NÃO
COE001088;COE001088 – Cesta de Opções;228;PERFORMANCE ACUMULADA;SIM NÃO
COE001088;COE001088 – Cesta de Opções;229;Cestas;
COE001088;COE001088 – Cesta de Opções;230;Os domínios disponíveis para o campo “Tipo de Cesta” • E-mail: derivativo@b3.com.br;indicado na função de Parametrização de Cesta estão detalhados abaixo e a solicitação de novos tipos de Cesta pode ser realizada para o time de Produtos – Derivativos e COE, através dos contatos: • Telefones: (11) 2565-5966/5956/5954/5950/6532
COE001088;COE001088 – Cesta de Opções;231;Domínios disponíveis e detalhamento: • WORST OF: mecanismo em que a performance da subjacente. subjacente. • STANDARD: mecanismo em que a performance da cesta, o peso dos ativos deve ser positivo e qualquer valor. qualquer valor. • MEMORIZER: mecanismo em que em cada ativo da dos ativos pode ser positivo ou negativo e o valor. Seção de Funcionalidades.;"Cesta será a performance do pior ativo • BEST OF: mecanismo em que a performance da Cesta será a performance do melhor ativo Cesta será calculada com a performance de todos os ativos, multiplicada pelo seu respectivo Peso (%) indicado no registro. Nessa somar 100% • SPREAD: mecanismo em que a performance da Cesta será calculada com a performance de todos os ativos, multiplicada pelo seu respectivo Peso (%) indicado no registro. Nessa cesta, o peso dos ativos pode ser positivo ou negativo e o somatório dos pesos pode assumir • RAINBOW: mecanismo em que os pesos dos ativos da cesta serão atribuídos conforme a performance de cada ativo (ativo com maior performance recebe o maior peso; ativo com segunda maior performance recebe o segundo maior peso, e assim por diante). Nessa cesta, o peso dos ativos pode ser positivo, negativo ou zero, e o somatório dos pesos pode assumir cesta é analisando individualmente se atingiu as condições de barreira, dessa forma, a barreira é disparada quando o último ativo atender os condicionantes de barreira (ACIMA, ABAIXO ou ENTRE). Nessa cesta, o peso somatório dos pesos pode assumir qualquer • HIMALAYA: mecanismo em que cada ativo da cesta é analisado individualmente em cada período, o ativo de melhor performance é retirado da cesta e sua rentabilidade é guardada. No segundo período será analisado os ativos restantes da cesta e novamente será selecionado o ativo de melhor performance. No vencimento, a cesta será calculada com cada performance coletada – podendo ser podendo ser ponderada por um fator, ou não. Para mais informações sobre o cálculo da funcionalidade, consultar o Caderno de Fórmulas na"
